lemma	part_of_speech	word_form	frequency	range	dispersion	is_root_form
wack	verb	wack	0.0	3.0	0.3	True
wacko	common_noun	wacko	0.0	8.0	0.61	True
wacky	adjective	wackiest	0.0	4.0	0.48	False
wad	common_noun	wads	0.0	19.0	0.76	False
wad	verb	wadded	0.0	4.0	0.38	False
wadded	adjective	wadded	0.0	3.0	0.43	True
wadding	common_noun	wadding	0.0	15.0	0.7	True
waddington	common_noun	waddington	0.0	6.0	0.58	True
waddle	common_noun	waddle	0.0	6.0	0.58	True
waddle	verb	waddle	0.0	20.0	0.78	True
waddle	verb	waddles	0.0	4.0	0.51	False
waddle	verb	waddling	0.0	18.0	0.77	False
waddling	adjective	waddling	0.0	5.0	0.56	True
waddy	common_noun	waddy	0.0	4.0	0.48	True
wade	verb	wades	0.0	9.0	0.68	False
wader	common_noun	wader	0.0	8.0	0.45	True
wadge	common_noun	wadge	0.0	3.0	0.39	True
wadi	common_noun	wadi	0.0	5.0	0.47	True
wadi	common_noun	wadis	0.0	8.0	0.47	False
wading	adjective	wading	0.0	17.0	0.74	True
wading	common_noun	wading	0.0	8.0	0.66	True
wafd	common_noun	wafd	0.0	3.0	0.3	True
wafer	common_noun	wafers	0.0	27.0	0.78	False
waffle	common_noun	waffles	0.0	8.0	0.47	False
waffle	verb	waffle	0.0	20.0	0.76	True
waffle	verb	waffled	0.0	5.0	0.56	False
waffle	verb	waffles	0.0	5.0	0.56	False
waffle	verb	waffling	0.0	16.0	0.76	False
waffler	common_noun	waffler	0.0	5.0	0.56	True
waffler	common_noun	wafflers	0.0	3.0	0.43	False
waffly	adverb	waffly	0.0	3.0	0.39	True
waft	common_noun	waft	0.0	19.0	0.77	True
waft	common_noun	wafts	0.0	8.0	0.64	False
waft	verb	waft	0.0	20.0	0.78	True
waft	verb	wafts	0.0	19.0	0.77	False
wag	common_noun	wags	0.0	11.0	0.7	False
wag	verb	wag	0.0	30.0	0.84	True
wag	verb	wags	0.0	9.0	0.67	False
wage	verb	wages	0.0	8.0	0.64	False
waged	adjective	waged	0.0	17.0	0.7	True
wager	common_noun	wagers	0.0	15.0	0.75	False
wager	verb	wagered	0.0	17.0	0.76	False
wagging	adjective	wagging	0.0	6.0	0.6	True
waggish	adjective	waggish	0.0	4.0	0.51	True
waggle	common_noun	waggle	0.0	7.0	0.57	True
waggle	verb	waggle	0.0	14.0	0.65	True
waggle	verb	waggled	0.0	18.0	0.63	False
waggle	verb	waggles	0.0	4.0	0.48	False
waggle	verb	waggling	0.0	23.0	0.78	False
waggler	common_noun	waggler	0.0	5.0	0.3	True
waggon	common_noun	waggons	0.0	22.0	0.72	False
waggoner	common_noun	waggoner	0.0	5.0	0.42	True
waggoner	common_noun	waggoners	0.0	4.0	0.43	False
waging	common_noun	waging	0.0	7.0	0.62	True
wagonette	common_noun	wagonette	0.0	3.0	0.41	True
wagonette	common_noun	wagonettes	0.0	3.0	0.38	False
wagonload	common_noun	wagonload	0.0	5.0	0.27	True
wagonload	common_noun	wagonloads	0.0	4.0	0.48	False
wagtail	common_noun	wagtail	0.0	12.0	0.68	True
wagtail	common_noun	wagtails	0.0	8.0	0.64	False
wahed	adjective	wahed	0.0	3.0	0.41	True
wahey	interjection	wahey	0.0	4.0	0.33	True
wahhabi	adjective	wahhabi	0.0	4.0	0.48	True
wai	unclassified	wai	0.0	6.0	0.58	True
waif	common_noun	waif	0.0	23.0	0.78	True
waif	common_noun	waifs	0.0	17.0	0.75	False
waiflike	adjective	waiflike	0.0	3.0	0.39	True
waikato	common_noun	waikato	0.0	4.0	0.51	True
waikiki	adjective	waikiki	0.0	6.0	0.54	True
wail	common_noun	wails	0.0	20.0	0.78	False
wail	verb	wail	0.0	31.0	0.82	True
wail	verb	wails	0.0	8.0	0.66	False
wailer	common_noun	wailer	0.0	3.0	0.34	True
wailer	common_noun	wailers	0.0	6.0	0.5	False
wailing	adjective	wailing	0.0	21.0	0.77	True
wailing	common_noun	wailing	0.0	27.0	0.82	True
wailing	common_noun	wailings	0.0	8.0	0.64	False
wain	adjective	wain	0.0	3.0	0.39	True
wain	common_noun	wain	0.0	20.0	0.66	True
wainscot	common_noun	wainscot	0.0	11.0	0.71	True
wainscote	verb	wainscoting	0.0	3.0	0.43	False
wainscotted	adjective	wainscotted	0.0	3.0	0.43	True
waist	common_noun	waists	0.0	30.0	0.82	False
waist	verb	waist	0.0	5.0	0.56	True
waistband	common_noun	waistbands	0.0	5.0	0.56	False
waistband	verb	waistband	0.0	3.0	0.43	True
waistcoated	adjective	waistcoated	0.0	3.0	0.43	True
waisted	adjective	waisted	0.0	6.0	0.6	True
waistline	common_noun	waistline	0.0	24.0	0.8	True
waistline	common_noun	waistlines	0.0	6.0	0.6	False
wait	common_noun	waits	0.0	23.0	0.74	False
waitangi	adjective	waitangi	0.0	3.0	0.38	True
waited	adjective	waited	0.0	3.0	0.43	True
waitress	verb	waitress	0.0	14.0	0.73	True
waitress	verb	waitresses	0.0	3.0	0.43	False
waitress	verb	waitressing	0.0	7.0	0.61	False
waitrose	common_noun	waitrose	0.0	6.0	0.6	True
waitrose	verb	waitrose	0.0	3.0	0.43	True
waivable	adjective	waivable	0.0	3.0	0.43	True
waive	verb	waives	0.0	14.0	0.74	False
waive	verb	waiving	0.0	29.0	0.82	False
waiver	common_noun	waivers	0.0	10.0	0.63	False
waiving	common_noun	waiving	0.0	4.0	0.51	True
waje	verb	waje	0.0	3.0	0.29	True
wake	common_noun	wakes	0.0	11.0	0.59	False
wake	verb	waked	0.0	3.0	0.39	False
wakeful	adjective	wakeful	0.0	18.0	0.74	True
waken	verb	wakening	0.0	14.0	0.71	False
waken	verb	wakens	0.0	3.0	0.35	False
wakening	adjective	wakening	0.0	3.0	0.43	True
wakening	common_noun	wakening	0.0	4.0	0.48	True
wakey	common_noun	wakey	0.0	6.0	0.55	True
waking	common_noun	wakings	0.0	3.0	0.34	False
wal	common_noun	wal	0.0	3.0	0.43	True
wal	unclassified	wal	0.0	6.0	0.55	True
waldense	common_noun	waldense	0.0	3.0	0.34	True
wale	common_noun	wales	0.0	6.0	0.5	False
wale	verb	waling	0.0	7.0	0.63	False
walese	common_noun	walese	0.0	4.0	0.45	True
wali	common_noun	wali	0.0	3.0	0.38	True
walk	unclassified	walk	0.0	5.0	0.53	True
walkable	adjective	walkable	0.0	5.0	0.56	True
walkabout	common_noun	walkabouts	0.0	13.0	0.71	False
walkie	common_noun	walkie	0.0	7.0	0.48	True
walkman	common_noun	walkmans	0.0	12.0	0.65	False
walkout	common_noun	walkout	0.0	18.0	0.69	True
walkover	common_noun	walkover	0.0	12.0	0.71	True
walkover	common_noun	walkovers	0.0	3.0	0.39	False
walky	common_noun	walky	0.0	19.0	0.71	True
wall	verb	walls	0.0	3.0	0.39	False
wallach	common_noun	wallach	0.0	3.0	0.43	True
wallah	common_noun	wallah	0.0	3.0	0.43	True
wallah	common_noun	wallahs	0.0	7.0	0.58	False
wallasey	common_noun	wallasey	0.0	4.0	0.48	True
wallchart	common_noun	wallchart	0.0	5.0	0.22	True
wallchart	common_noun	wallcharts	0.0	4.0	0.48	False
wallcover	verb	wallcover	0.0	5.0	0.5	True
wallcovering	common_noun	wallcovering	0.0	4.0	0.39	True
wallcovering	common_noun	wallcoverings	0.0	13.0	0.66	False
wallflower	common_noun	wallflower	0.0	15.0	0.72	True
wallflower	common_noun	wallflowers	0.0	21.0	0.78	False
wallinger	common_noun	wallinger	0.0	3.0	0.39	True
wallmounted	adjective	wallmounted	0.0	3.0	0.38	True
walloon	adjective	walloon	0.0	9.0	0.6	True
walloon	common_noun	walloons	0.0	5.0	0.54	False
wallop	common_noun	wallop	0.0	24.0	0.79	True
wallop	verb	wallop	0.0	20.0	0.75	True
wallope	verb	walloped	0.0	21.0	0.76	False
wallope	verb	walloping	0.0	3.0	0.39	False
walloping	adjective	walloping	0.0	3.0	0.39	True
wallow	common_noun	wallow	0.0	15.0	0.75	True
wallow	verb	wallow	0.0	38.0	0.86	True
wallow	verb	wallowed	0.0	25.0	0.81	False
wallow	verb	wallows	0.0	4.0	0.51	False
wallower	common_noun	wallower	0.0	3.0	0.43	True
wallowing	adjective	wallowing	0.0	3.0	0.43	True
wallowing	common_noun	wallowing	0.0	4.0	0.48	True
wallpaper	verb	wallpaper	0.0	6.0	0.58	True
wallpaper	verb	wallpapered	0.0	11.0	0.68	False
wallpaper	verb	wallpapering	0.0	13.0	0.7	False
wallpapering	common_noun	wallpapering	0.0	4.0	0.43	True
wallplug	common_noun	wallplug	0.0	4.0	0.48	True
wally	common_noun	wallies	0.0	6.0	0.6	False
wally	common_noun	wally	0.0	21.0	0.73	True
walpurgis	common_noun	walpurgis	0.0	3.0	0.43	True
walruse	common_noun	walruse	0.0	6.0	0.48	True
walther	common_noun	walther	0.0	6.0	0.5	True
waltz	verb	waltz	0.0	19.0	0.78	True
waltze	common_noun	waltze	0.0	19.0	0.74	True
waltze	verb	waltzed	0.0	32.0	0.84	False
waltze	verb	waltzes	0.0	10.0	0.68	False
waltze	verb	waltzing	0.0	15.0	0.74	False
wam	common_noun	wam	0.0	5.0	0.54	True
wan	unclassified	wan	0.0	10.0	0.66	True
wan	verb	wans	0.0	5.0	0.48	False
wand	common_noun	wands	0.0	30.0	0.82	False
wander	common_noun	wander	0.0	13.0	0.73	True
wandere	adjective	wandere	0.0	3.0	0.43	True
wandering	common_noun	wandering	0.0	3.0	0.43	True
wanderlust	common_noun	wanderlust	0.0	10.0	0.59	True
wanderlust	verb	wanderlust	0.0	3.0	0.43	True
wane	common_noun	wanes	0.0	12.0	0.71	False
wane	verb	wanes	0.0	16.0	0.76	False
wangle	verb	wangle	0.0	14.0	0.7	True
wangle	verb	wangled	0.0	12.0	0.72	False
waning	adjective	waning	0.0	24.0	0.8	True
waning	common_noun	waning	0.0	12.0	0.72	True
wank	common_noun	wank	0.0	18.0	0.64	True
wank	verb	wank	0.0	10.0	0.59	True
wank	verb	wanked	0.0	5.0	0.56	False
wank	verb	wanking	0.0	12.0	0.67	False
wanking	common_noun	wanking	0.0	3.0	0.39	True
wann	verb	wann	0.0	7.0	0.52	True
wannabe	common_noun	wannabe	0.0	7.0	0.59	True
wannabe	common_noun	wannabes	0.0	7.0	0.59	False
wannabe	verb	wannabe	0.0	4.0	0.51	True
wannabee	common_noun	wannabees	0.0	5.0	0.56	False
wano	common_noun	wano	0.0	3.0	0.16	True
want	unclassified	want	0.0	6.0	0.56	True
wanta	common_noun	wanta	0.0	5.0	0.52	True
wanter	common_noun	wanter	0.0	3.0	0.43	True
wanton	common_noun	wanton	0.0	7.0	0.63	True
wanton	common_noun	wantons	0.0	3.0	0.43	False
wantonly	adverb	wantonly	0.0	37.0	0.84	True
wantonness	common_noun	wantonness	0.0	11.0	0.7	True
wapentake	common_noun	wapentake	0.0	3.0	0.41	True
waqar	common_noun	waqar	0.0	5.0	0.4	True
waqar	verb	waqar	0.0	4.0	0.45	True
war	unclassified	war	0.0	5.0	0.41	True
war	verb	warred	0.0	9.0	0.63	False
war	verb	warring	0.0	5.0	0.54	False
war	verb	wars	0.0	3.0	0.43	False
warband	common_noun	warband	0.0	4.0	0.48	True
warband	common_noun	warbands	0.0	4.0	0.28	False
warbird	common_noun	warbird	0.0	5.0	0.42	True
warbird	common_noun	warbirds	0.0	6.0	0.51	False
warble	common_noun	warble	0.0	12.0	0.71	True
warble	verb	warble	0.0	6.0	0.6	True
warble	verb	warbled	0.0	15.0	0.75	False
warble	verb	warbles	0.0	3.0	0.43	False
warble	verb	warbling	0.0	12.0	0.72	False
warbling	adjective	warbling	0.0	5.0	0.54	True
warbling	common_noun	warbling	0.0	3.0	0.39	True
ward	verb	warded	0.0	12.0	0.71	False
ward	verb	warding	0.0	33.0	0.85	False
wardening	common_noun	wardening	0.0	4.0	0.48	True
wardenship	common_noun	wardenship	0.0	5.0	0.26	True
wardian	adjective	wardian	0.0	4.0	0.48	True
warding	adjective	warding	0.0	3.0	0.43	True
wardroom	common_noun	wardroom	0.0	5.0	0.3	True
warehouse	verb	warehoused	0.0	5.0	0.49	False
warehouseman	common_noun	warehouseman	0.0	13.0	0.7	True
warehouseman	common_noun	warehousemen	0.0	11.0	0.7	False
warfarin	common_noun	warfarin	0.0	6.0	0.43	True
wargame	common_noun	wargame	0.0	3.0	0.43	True
wargame	common_noun	wargames	0.0	5.0	0.56	False
warhorse	common_noun	warhorse	0.0	16.0	0.55	True
warhorse	common_noun	warhorses	0.0	4.0	0.27	False
warhurst	common_noun	warhurst	0.0	4.0	0.46	True
wark	common_noun	wark	0.0	3.0	0.34	True
warlock	common_noun	warlock	0.0	6.0	0.45	True
warlock	common_noun	warlocks	0.0	6.0	0.58	False
warm	common_noun	warm	0.0	27.0	0.82	True
warmed	adjective	warmed	0.0	22.0	0.75	True
warmer	common_noun	warmer	0.0	11.0	0.68	True
warmhearted	adjective	warmhearted	0.0	5.0	0.56	True
warmish	adjective	warmish	0.0	6.0	0.6	True
warmness	common_noun	warmness	0.0	3.0	0.43	True
warmonger	common_noun	warmonger	0.0	5.0	0.54	True
warmonger	common_noun	warmongers	0.0	6.0	0.55	False
warmonger	verb	warmonger	0.0	3.0	0.43	True
warmongering	adjective	warmongering	0.0	3.0	0.43	True
warmongering	common_noun	warmongering	0.0	6.0	0.58	True
warner	common_noun	warner	0.0	3.0	0.34	True
warningly	adverb	warningly	0.0	21.0	0.77	True
warnock	verb	warnock	0.0	4.0	0.45	True
warp	common_noun	warps	0.0	5.0	0.47	False
warp	verb	warp	0.0	26.0	0.77	True
warp	verb	warped	0.0	19.0	0.7	False
warp	verb	warping	0.0	15.0	0.76	False
warp	verb	warps	0.0	5.0	0.54	False
warpaint	common_noun	warpaint	0.0	11.0	0.7	True
warpath	common_noun	warpath	0.0	10.0	0.68	True
warping	common_noun	warping	0.0	14.0	0.73	True
warplane	common_noun	warplane	0.0	8.0	0.64	True
warplane	common_noun	warplanes	0.0	15.0	0.73	False
warr	common_noun	warr	0.0	5.0	0.56	True
warrant	verb	warranting	0.0	11.0	0.67	False
warranted	adjective	warranted	0.0	7.0	0.61	True
warranto	common_noun	warranto	0.0	5.0	0.56	True
warre	common_noun	warre	0.0	4.0	0.51	True
warren	common_noun	warrens	0.0	14.0	0.54	False
warrender	common_noun	warrender	0.0	3.0	0.43	True
warrender	verb	warrender	0.0	3.0	0.34	True
warrener	common_noun	warrener	0.0	6.0	0.5	True
wart	common_noun	wart	0.0	20.0	0.75	True
wart	verb	wart	0.0	4.0	0.48	True
warthog	common_noun	warthog	0.0	6.0	0.34	True
warthog	verb	warthog	0.0	4.0	0.51	True
warton	common_noun	warton	0.0	4.0	0.39	True
warty	adjective	warty	0.0	15.0	0.5	True
wary	adjective	warier	0.0	5.0	0.56	False
was	foreign_word	was	0.0	3.0	0.39	True
was	unclassified	was	0.0	14.0	0.67	True
washbasin	common_noun	washbasins	0.0	19.0	0.77	False
washboard	common_noun	washboard	0.0	9.0	0.58	True
washday	common_noun	washday	0.0	12.0	0.71	True
washdown	common_noun	washdown	0.0	3.0	0.43	True
washerman	common_noun	washermen	0.0	3.0	0.38	False
washerwoman	common_noun	washerwoman	0.0	8.0	0.54	True
washerwoman	common_noun	washerwomen	0.0	13.0	0.73	False
washhouse	common_noun	washhouse	0.0	4.0	0.45	True
washing	common_noun	washings	0.0	11.0	0.63	False
washingtonian	common_noun	washingtonian	0.0	3.0	0.34	True
washout	common_noun	washouts	0.0	3.0	0.43	False
washout	verb	washout	0.0	3.0	0.43	True
washroom	common_noun	washrooms	0.0	8.0	0.61	False
washstand	common_noun	washstand	0.0	13.0	0.71	True
washtub	common_noun	washtub	0.0	4.0	0.48	True
washy	adjective	washy	0.0	7.0	0.62	True
wasim	common_noun	wasim	0.0	4.0	0.42	True
wasim	verb	wasim	0.0	7.0	0.59	True
wasl	common_noun	wasl	0.0	4.0	0.48	True
wasn	verb	wasn	0.0	3.0	0.39	True
waspish	adjective	waspish	0.0	17.0	0.76	True
waspishly	adverb	waspishly	0.0	11.0	0.61	True
wassa	common_noun	wassa	0.0	4.0	0.48	True
wassail	common_noun	wassail	0.0	4.0	0.48	True
wassail	verb	wassail	0.0	4.0	0.48	True
wast	verb	wast	0.0	12.0	0.64	True
wastebasket	common_noun	wastebasket	0.0	8.0	0.64	True
wastebin	common_noun	wastebin	0.0	6.0	0.34	True
wastefully	adverb	wastefully	0.0	16.0	0.76	True
wastefulness	common_noun	wastefulness	0.0	11.0	0.7	True
wasteground	common_noun	wasteground	0.0	7.0	0.59	True
wasteland	common_noun	wastelands	0.0	21.0	0.77	False
wastepaper	verb	wastepaper	0.0	6.0	0.58	True
waster	common_noun	waster	0.0	18.0	0.78	True
waster	common_noun	wasters	0.0	15.0	0.73	False
wasting	common_noun	wasting	0.0	25.0	0.75	True
wastrel	common_noun	wastrel	0.0	8.0	0.66	True
wastrel	common_noun	wastrels	0.0	5.0	0.54	False
wat	unclassified	wat	0.0	4.0	0.51	True
watchable	adjective	watchable	0.0	14.0	0.71	True
watchfully	adverb	watchfully	0.0	8.0	0.64	True
watchfulness	common_noun	watchfulness	0.0	27.0	0.81	True
watching	common_noun	watching	0.0	20.0	0.79	True
watchkeeping	adjective	watchkeeping	0.0	3.0	0.43	True
watchmaker	common_noun	watchmakers	0.0	7.0	0.59	False
watchman	common_noun	watchmen	0.0	19.0	0.76	False
watchtower	common_noun	watchtower	0.0	15.0	0.73	True
watchtower	common_noun	watchtowers	0.0	10.0	0.68	False
watchword	common_noun	watchwords	0.0	14.0	0.74	False
waterbed	adjective	waterbed	0.0	5.0	0.52	True
waterborne	adjective	waterborne	0.0	15.0	0.76	True
waterborne	verb	waterborne	0.0	4.0	0.48	True
waterboy	common_noun	waterboys	0.0	9.0	0.56	False
waterbuck	common_noun	waterbuck	0.0	4.0	0.48	True
watercolourist	common_noun	watercolourist	0.0	5.0	0.53	True
watercolourist	common_noun	watercolourists	0.0	9.0	0.53	False
watercraft	common_noun	watercraft	0.0	3.0	0.43	True
watered	adjective	watered	0.0	13.0	0.64	True
waterfowl	verb	waterfowl	0.0	6.0	0.55	True
waterfront	verb	waterfront	0.0	14.0	0.71	True
waterhole	common_noun	waterhole	0.0	9.0	0.55	True
waterhole	common_noun	waterholes	0.0	8.0	0.61	False
waterhouse	common_noun	waterhouse	0.0	16.0	0.74	True
watering	common_noun	waterings	0.0	3.0	0.43	False
waterless	adjective	waterless	0.0	10.0	0.66	True
waterlily	common_noun	waterlily	0.0	10.0	0.42	True
waterline	common_noun	waterline	0.0	20.0	0.76	True
waterlog	verb	waterlogged	0.0	7.0	0.63	False
waterlog	verb	waterlogging	0.0	14.0	0.6	False
waterlogging	common_noun	waterlogging	0.0	3.0	0.43	True
waterman	common_noun	waterman	0.0	11.0	0.69	True
waterman	common_noun	watermen	0.0	8.0	0.52	False
watermark	common_noun	watermark	0.0	24.0	0.78	True
watermark	common_noun	watermarks	0.0	10.0	0.66	False
watermarked	adjective	watermarked	0.0	6.0	0.58	True
watermeadow	common_noun	watermeadow	0.0	3.0	0.43	True
watermelon	common_noun	watermelon	0.0	12.0	0.68	True
watermelon	common_noun	watermelons	0.0	11.0	0.68	False
watermill	common_noun	watermill	0.0	18.0	0.7	True
watermill	common_noun	watermills	0.0	6.0	0.45	False
waterpipe	common_noun	waterpipe	0.0	3.0	0.43	True
waterproof	verb	waterproofed	0.0	7.0	0.63	False
waterproofed	adjective	waterproofed	0.0	3.0	0.41	True
waterproofer	common_noun	waterproofer	0.0	4.0	0.48	True
waterproofer	common_noun	waterproofers	0.0	3.0	0.43	False
waterproofing	common_noun	waterproofing	0.0	21.0	0.75	True
waterproofness	common_noun	waterproofness	0.0	4.0	0.48	True
watershed	common_noun	watersheds	0.0	13.0	0.69	False
watership	common_noun	watership	0.0	4.0	0.48	True
waterski	common_noun	waterski	0.0	4.0	0.41	True
waterski	verb	waterski	0.0	12.0	0.49	True
waterskier	common_noun	waterskier	0.0	3.0	0.43	True
waterslide	common_noun	waterslide	0.0	3.0	0.39	True
waterslide	common_noun	waterslides	0.0	5.0	0.56	False
watersport	common_noun	watersport	0.0	4.0	0.43	True
waterspout	common_noun	waterspout	0.0	3.0	0.39	True
waterspout	common_noun	waterspouts	0.0	3.0	0.43	False
waterstone	common_noun	waterstones	0.0	6.0	0.45	False
watertable	adjective	watertable	0.0	3.0	0.34	True
waterweed	common_noun	waterweed	0.0	7.0	0.63	True
waterwheel	common_noun	waterwheel	0.0	13.0	0.44	True
waterwheel	common_noun	waterwheels	0.0	6.0	0.32	False
wath	common_noun	wath	0.0	4.0	0.5	True
watkinson	common_noun	watkinson	0.0	3.0	0.39	True
watsonian	common_noun	watsonians	0.0	6.0	0.56	False
wattage	common_noun	wattage	0.0	21.0	0.74	True
wattana	common_noun	wattana	0.0	6.0	0.6	True
watteau	common_noun	watteau	0.0	5.0	0.54	True
watter	common_noun	watter	0.0	6.0	0.58	True
wattle	common_noun	wattle	0.0	24.0	0.79	True
wattle	common_noun	wattles	0.0	11.0	0.7	False
wattle	verb	wattling	0.0	3.0	0.19	False
wattled	adjective	wattled	0.0	3.0	0.39	True
waulk	verb	waulk	0.0	3.0	0.43	True
waveband	common_noun	waveband	0.0	9.0	0.59	True
waveband	common_noun	wavebands	0.0	8.0	0.54	False
waveband	verb	waveband	0.0	3.0	0.39	True
waveform	common_noun	waveforms	0.0	20.0	0.69	False
wavefront	common_noun	wavefront	0.0	4.0	0.32	True
waveguide	common_noun	waveguide	0.0	3.0	0.26	True
wavelet	common_noun	wavelet	0.0	4.0	0.48	True
wavelet	common_noun	wavelets	0.0	7.0	0.58	False
wavelike	adjective	wavelike	0.0	3.0	0.39	True
waver	verb	wavers	0.0	16.0	0.76	False
waverer	common_noun	waverer	0.0	4.0	0.51	True
waverer	common_noun	waverers	0.0	16.0	0.7	False
wavering	adjective	wavering	0.0	26.0	0.8	True
wavering	common_noun	wavering	0.0	8.0	0.66	True
waveringly	adverb	waveringly	0.0	4.0	0.51	True
waving	common_noun	waving	0.0	7.0	0.62	True
wax	common_noun	waxes	0.0	24.0	0.77	False
wax	verb	waxed	0.0	32.0	0.83	False
wax	verb	waxes	0.0	17.0	0.75	False
wax	verb	waxing	0.0	27.0	0.82	False
waxen	adjective	waxen	0.0	20.0	0.77	True
waxing	adjective	waxing	0.0	4.0	0.51	True
waxing	common_noun	waxing	0.0	17.0	0.69	True
waxwork	common_noun	waxwork	0.0	9.0	0.64	True
waxwork	common_noun	waxworks	0.0	18.0	0.58	False
waybill	common_noun	waybills	0.0	3.0	0.1	False
wayfarer	common_noun	wayfarer	0.0	14.0	0.57	True
wayfarer	common_noun	wayfarers	0.0	9.0	0.55	False
wayfaring	adjective	wayfaring	0.0	7.0	0.54	True
waylay	verb	waylay	0.0	14.0	0.74	True
waylay	verb	waylaying	0.0	7.0	0.63	False
waymark	common_noun	waymark	0.0	4.0	0.37	True
waymark	common_noun	waymarks	0.0	6.0	0.56	False
waymark	verb	waymarking	0.0	3.0	0.39	False
waymarker	common_noun	waymarkers	0.0	4.0	0.48	False
waypoint	common_noun	waypoint	0.0	5.0	0.54	True
waypoint	common_noun	waypoints	0.0	4.0	0.48	False
waywardness	common_noun	waywardness	0.0	17.0	0.76	True
wc	common_noun	wcs	0.0	11.0	0.44	False
wda	common_noun	wda	0.0	3.0	0.38	True
weakling	common_noun	weakling	0.0	21.0	0.78	True
weakling	common_noun	weaklings	0.0	12.0	0.71	False
weal	common_noun	weal	0.0	23.0	0.78	True
weal	common_noun	weals	0.0	16.0	0.74	False
wean	verb	weans	0.0	8.0	0.61	False
weaned	adjective	weaned	0.0	4.0	0.38	True
weaner	common_noun	weaners	0.0	3.0	0.43	False
weaning	adjective	weaning	0.0	9.0	0.61	True
weanling	common_noun	weanling	0.0	3.0	0.43	True
weaponless	adjective	weaponless	0.0	3.0	0.43	True
wear	common_noun	wears	0.0	3.0	0.43	False
wearable	adjective	wearable	0.0	14.0	0.62	True
wearer	common_noun	wearers	0.0	28.0	0.81	False
wearied	adjective	wearied	0.0	6.0	0.55	True
wearing	adjective	wearing	0.0	25.0	0.81	True
wearisome	adjective	wearisome	0.0	27.0	0.82	True
wearside	common_noun	wearside	0.0	9.0	0.31	True
wearsider	common_noun	wearsiders	0.0	5.0	0.41	False
weary	adjective	wearier	0.0	5.0	0.56	False
weary	common_noun	weary	0.0	4.0	0.51	True
weary	verb	wearied	0.0	25.0	0.8	False
weary	verb	wearying	0.0	15.0	0.73	False
wearying	adjective	wearying	0.0	10.0	0.7	True
weasel	common_noun	weasels	0.0	23.0	0.76	False
weasel	verb	weasel	0.0	12.0	0.64	True
weaselly	adjective	weaselly	0.0	3.0	0.43	True
weather	verb	weathering	0.0	15.0	0.75	False
weather	verb	weathers	0.0	4.0	0.51	False
weatherbeaten	adjective	weatherbeaten	0.0	11.0	0.7	True
weatherbeaten	verb	weatherbeaten	0.0	5.0	0.56	True
weatherboard	common_noun	weatherboard	0.0	3.0	0.43	True
weatherboard	common_noun	weatherboards	0.0	4.0	0.51	False
weatherboarded	adjective	weatherboarded	0.0	3.0	0.27	True
weatherboarding	common_noun	weatherboarding	0.0	4.0	0.51	True
weathercock	common_noun	weathercock	0.0	11.0	0.59	True
weatherfax	common_noun	weatherfax	0.0	4.0	0.42	True
weathergirl	common_noun	weathergirl	0.0	4.0	0.48	True
weatherman	common_noun	weatherman	0.0	17.0	0.75	True
weatherman	common_noun	weathermen	0.0	13.0	0.7	False
weatherproof	adjective	weatherproof	0.0	27.0	0.78	True
weatherproof	verb	weatherproofed	0.0	4.0	0.51	False
weathertight	adjective	weathertight	0.0	4.0	0.48	True
weathervane	common_noun	weathervane	0.0	7.0	0.61	True
weatherwise	adverb	weatherwise	0.0	6.0	0.6	True
weave	common_noun	weaves	0.0	9.0	0.67	False
weave	verb	weaved	0.0	30.0	0.81	False
webbed	adjective	webbed	0.0	24.0	0.78	True
webern	common_noun	webern	0.0	3.0	0.41	True
webley	common_noun	webley	0.0	4.0	0.51	True
wed	unclassified	wed	0.0	3.0	0.39	True
wed	verb	wedding	0.0	3.0	0.43	False
wed	verb	weds	0.0	15.0	0.75	False
wedge	verb	wedge	0.0	36.0	0.85	True
wedge	verb	wedges	0.0	12.0	0.72	False
wedge	verb	wedging	0.0	15.0	0.74	False
wedged	adjective	wedged	0.0	11.0	0.7	True
wedgewood	common_noun	wedgewood	0.0	3.0	0.43	True
wedlock	common_noun	wedlock	0.0	31.0	0.82	True
wedtech	common_noun	wedtech	0.0	3.0	0.27	True
wee	common_noun	wees	0.0	3.0	0.35	False
wee	unclassified	wee	0.0	3.0	0.39	True
wee	verb	weed	0.0	13.0	0.71	False
wee	verb	weeing	0.0	5.0	0.54	False
weed	verb	weeded	0.0	35.0	0.84	False
weed	verb	weeds	0.0	26.0	0.81	False
weeded	adjective	weeded	0.0	5.0	0.56	True
weeding	common_noun	weeding	0.0	24.0	0.61	True
weedkiller	common_noun	weedkiller	0.0	22.0	0.78	True
weedkiller	common_noun	weedkillers	0.0	9.0	0.59	False
weee	unclassified	weee	0.0	3.0	0.38	True
weekblad	foreign_word	weekblad	0.0	4.0	0.45	True
weekend	verb	weekending	0.0	3.0	0.43	False
weekender	common_noun	weekender	0.0	4.0	0.51	True
weekender	common_noun	weekenders	0.0	6.0	0.58	False
weeknight	common_noun	weeknight	0.0	3.0	0.43	True
weel	common_noun	weel	0.0	4.0	0.51	True
weel	verb	weel	0.0	5.0	0.5	True
weeny	adjective	weeny	0.0	9.0	0.55	True
weeny	common_noun	weenies	0.0	3.0	0.43	False
weep	verb	weeps	0.0	29.0	0.79	False
weeper	common_noun	weepers	0.0	3.0	0.35	False
weepie	common_noun	weepie	0.0	8.0	0.66	True
weepy	adjective	weepy	0.0	15.0	0.71	True
